更新日期,#genre#
广东珠江,http://119.123.79.35:9600/hls/17/index.m3u8$IPV4•线路27
广东珠江,http://120.198.96.50:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路28
广东体育,http://218.15.183.23:9901/tsfile/live/23012_1.m3u8$IPV4•线路1
广东体育,http://183.237.95.108:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路2
广东体育,http://6v.nx.tc/smrt.php?playurl=https://cdn2.163189.xyz/live/gdty/stream.m3u8$IPV4•线路3
广东体育,http://120.198.101.106:9901/tsfile/live/1012_1.m3u8?key=txiptv$IPV4•线路4
广东体育,http://14.212.185.235:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路5
广东体育,http://120.198.95.220:9901/tsfile/live/1010_1.m3u8?key=txiptv$IPV4•线路6
广东体育,http://api2.52tb.xyz/info?id=413&token=20230218qkyjia$IPV4•线路7
广东体育,http://api2.52tb.xyz/info?id=414&token=20230218qkyjia$IPV4•线路8
广东体育,http://api3.52tb.xyz/info?id=413&token=20221127jxwhhemby$IPV4•线路9
广东体育,http://api2.52tb.xyz/info?id=414&token=20230218jsyklh$IPV4•线路10
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8$IPV4•线路11
广东体育,http://183.3.134.56:9901/tsfile/live/0142_1.m3u8$IPV4•线路12
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8$IPV4•线路13
广东体育,http://pull-skycorp.speedws.com/live/b3wPp1TZjbT396pVN8blDBtzjUGla8BCLip9qWHN7Qlptr8KFy.flv$IPV4•线路14
广东体育,http://120.238.94.10:9901/tsfile/live/1012_1.m3u8$IPV4•线路15
广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8$IPV4•线路16
广东体育,http://183.11.239.36:808/hls/2/index.m3u8$IPV4•线路17
广东体育,http://r.jdshipin.com/LiYdg$IPV4•线路18
广东体育,http://api.mytv666.top/api/hk.php?id=3635306561306164626438636438373731346432656366353839663866326232267469643d74762669643d3131$IPV4•线路19
广东体育,http://zb.xmzb.xyz/888.php?id=失效Rrzqy一广东体育$IPV4•线路20
广东体育,http://123.88.12.114:5671/hls/460/index.m3u8$IPV4•线路21
广东体育,http://123.88.12.115:5671/hls/460/index.m3u8$IPV4•线路22
广东体育,http://113.108.59.138:8888/hls/34/index.m3u8$IPV4•线路23
广东体育,http://tv.zzlag.top:9087/tsfile/live/1036_1.m3u8?key=txiptv$IPV4•线路24
广东体育,http://183.239.236.91:8088/hls/35/index.m3u8$IPV4•线路25
广东体育,http://113.86.205.59:808/hls/108/index.m3u8$IPV4•线路26
广东体育,http://113.118.13.254:808/hls/2/index.m3u8$IPV4•线路27
广东体育,http://61.140.21.34:50085/hls/17/index.m3u8$IPV4•线路28
广东体育,http://120.198.96.50:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路29
广东民生,http://183.237.95.108:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路1
广东民生,http://119.32.12.17:2901/udp/224.1.100.4:11111$IPV4•线路2
广东民生,http://183.11.239.36:808/hls/18/index.m3u8$IPV4•线路3
广东民生,http://123.88.12.114:5671/hls/455/index.m3u8$IPV4•线路4
广东民生,http://123.88.12.115:5671/hls/455/index.m3u8$IPV4•线路5
广东民生,http://183.239.236.91:8088/hls/132/index.m3u8$IPV4•线路6
广东民生,http://183.239.236.91:8088/hls/37/index.m3u8$IPV4•线路7
广东民生,http://113.118.13.254:808/hls/18/index.m3u8$IPV4•线路8
广东民生,http://61.140.21.34:50085/hls/21/index.m3u8$IPV4•线路9
广东民生,http://120.198.96.50:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路10
广东综艺,http://119.123.79.35:9600/hls/24/index.m3u8$IPV4
广东影视,http://119.32.12.17:2901/udp/224.1.100.11:11111$IPV4•线路1
广东影视,http://116.31.147.69:8888/hls/9/index.m3u8$IPV4•线路2
广东影视,http://123.88.12.114:5671/hls/458/index.m3u8$IPV4•线路3
广东影视,http://123.88.12.115:5671/hls/458/index.m3u8$IPV4•线路4
广东影视,http://183.7.172.65:8888/hls/9/index.m3u8$IPV4•线路5
广东影视,http://tv.zzlag.top:9087/tsfile/live/1040_1.m3u8?key=txiptv$IPV4•线路6
广东影视,http://183.239.236.91:8088/hls/39/index.m3u8$IPV4•线路7
广东影视,http://113.86.205.59:808/hls/110/index.m3u8$IPV4•线路8
广东影视,http://61.140.21.34:50085/hls/20/index.m3u8$IPV4•线路9
广东影视,http://119.123.79.35:9600/hls/25/index.m3u8$IPV4•线路10
广东影视,http://120.198.96.50:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路11
广东影视,http://183.237.95.108:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路12
经济科教,http://tv.zzlag.top:9087/tsfile/live/1038_1.m3u8?key=txiptv$IPV4
岭南戏曲,http://123.88.12.114:5671/hls/459/index.m3u8$IPV4•线路1
岭南戏曲,http://123.88.12.115:5671/hls/459/index.m3u8$IPV4•线路2
岭南戏曲,http://tv.zzlag.top:9087/tsfile/live/1005_1.m3u8?key=txiptv$IPV4•线路3
岭南戏曲,http://183.239.236.91:8088/hls/123/index.m3u8$IPV4•线路4
岭南戏曲,http://113.86.205.59:808/hls/22/index.m3u8$IPV4•线路5
岭南戏曲,http://113.118.13.254:808/hls/16/index.m3u8$IPV4•线路6
岭南戏曲,http://push-rtmp-hs-spe-f5.douyincdn.com/live/85tgb6yhn7ujm8ik9ol0p1qaz2wsx3edc4rfv5tgb6yhn7ujm8ik9ol0p1qaz2w.flv$IPV4•线路7
岭南戏曲,http://120.198.96.50:9901/tsfile/live/1093_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路8
岭南戏曲,http://183.237.95.108:9901/tsfile/live/1093_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路9
广东科教,http://119.32.12.17:2901/udp/224.1.100.6:11111$IPV4•线路1
广东科教,http://123.88.12.114:5671/hls/457/index.m3u8$IPV4•线路2
广东科教,http://123.88.12.115:5671/hls/457/index.m3u8$IPV4•线路3
广东科教,http://183.239.236.91:8088/hls/58/index.m3u8$IPV4•线路4
广东科教,http://113.86.205.59:808/hls/129/index.m3u8$IPV4•线路5
广东科教,http://113.118.13.254:808/hls/4/index.m3u8$IPV4•线路6
广东科教,http://219.135.180.210:18888/hls/26/index.m3u8$IPV4•线路7
广东科教,http://119.123.79.35:9600/hls/22/index.m3u8$IPV4•线路8
广东科教,http://120.198.96.50:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路9
广东科教,http://183.237.95.108:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路10
大湾区卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=dwqws$IPV4•线路1
大湾区卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010108$IPV4•线路2
大湾区卫视,http://183.237.95.108:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路3
大湾区卫视,http://z.b.bkpcp.top/m.php?id=dwqws$IPV4•线路4
大湾区卫视,http://3501776.xyz:35455/itv/1000000002000011619.m3u8?cdn=ystenlive$IPV4•线路5
大湾区卫视,http://b.zgjok.com:35455/itv/1000000002000011619.m3u8?cdn=ystenlive&Contentid=1000000002000011619$IPV4•线路6
大湾区卫视,http://goo.bkpcp.top/mg/dwqws$IPV4•线路7
大湾区卫视,http://dsk.cc/php/xxtv.php?id=dwqws$IPV4•线路8
大湾区卫视,http://jp1.jdiptv.cc/live/nfws.m3u8?kdstime=$IPV4•线路9
大湾区卫视,http://211.101.234.24:866/aishang/migu.php/migu.php?id=dwqws$IPV4•线路10
大湾区卫视,http://148.135.93.213/live.php?id=大湾区卫视$IPV4•线路11
大湾区卫视,http://ali.hlspull.yximgs.com/live/b027460e580a463cb7e44eebexcvhnddggdfsdg.flv$IPV4•线路12
大湾区卫视,https://wyzy.online:55734/allinone/migu/608917627.m3u8?migutoken=5d3ccc306589e4a5faba5dfec4cf55456e1d92785f5f2d018d9409fc7bdf180875072dbda9dc643a3a78fdfe21acbba6312df32a0f793f64a6fffa99e006e560c1ba248774db971bf6b465ef1a$IPV4•线路13
大湾区卫视,https://live.chinacert.cftest5.cn/mg/?id=608917627$IPV4•线路14
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8$IPV4•线路15
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8$IPV4•线路16
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8$IPV4•线路17
大湾区卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8$IPV4•线路18
大湾区卫视,http://123.88.12.114:5671/hls/452/index.m3u8$IPV4•线路19
大湾区卫视,http://123.88.12.115:5671/hls/452/index.m3u8$IPV4•线路20
大湾区卫视,http://183.239.236.91:8088/hls/16/index.m3u8$IPV4•线路21
大湾区卫视,http://113.86.205.59:808/hls/109/index.m3u8$IPV4•线路22
大湾区卫视,http://113.118.13.254:808/hls/132/index.m3u8$IPV4•线路23
大湾区卫视,http://61.140.21.34:50085/hls/19/index.m3u8$IPV4•线路24
大湾区卫视,http://119.123.79.35:9600/hls/23/index.m3u8$IPV4•线路25
大湾区卫视,http://120.198.96.50:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路26
🥝┃央视频道,#genre#
CCTV1,http://45.145.229.71:8866/TVOD/6000000001000029752/wasusyt/index.m3u8$IPV4•线路1
CCTV1,http://1.180.2.93:9901/tsfile/live/1020_1.m3u8$IPV4•线路2
CCTV1,http://113.140.12.230:8888/newlive/live/hls/2/live.m3u8$IPV4•线路3
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路4
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33$IPV4•线路5
CCTV1,http://219.128.121.202:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路6
CCTV1,http://220.164.192.48:50085/tsfile/live/0002_1.m3u8$IPV4•线路7
CCTV1,http://61.136.67.238:50085/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路8
CCTV1,http://221.226.51.220:50081/newlive/live/hls/1/live.m3u8$IPV4•线路9
CCTV1,http://58.210.168.86:10800/newlive/live/hls/1/live.m3u8$IPV4•线路10
CCTV1,http://jf.jxx2023.work:40446/tsfile/live/0001_1.m3u8$IPV4•线路11
CCTV1,http://183.223.157.33:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路12
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8$IPV4•线路13
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8$IPV4•线路14
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路15
CCTV1,http://60.223.224.176:8888/newlive/live/hls/2/live.m3u8?$IPV4•线路16
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路17
CCTV1,http://lt.hxtre.com:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$IPV4•线路18
CCTV1,http://112.99.193.34:9901/tsfile/live/1017_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$IPV4•线路19
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8$IPV4•线路20
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路21
CCTV1,rtsp://60.13.27.115/PLTV/88888910/224/3221225567/10000100000000060000000000107347_0.smil$IPV4•线路22
CCTV1,rtsp://115.85.205.19/PLTV/88888910/224/3221225567/10000100000000060000000000107347_0.smil$IPV4•线路23
CCTV1,rtsp://115.153.245.70/PLTV/88888888/224/3221225517/iptv7949.smil$IPV4•线路24
CCTV1,rtsp://115.153.247.80/PLTV/88888888/224/3221225517/iptv7949.smil$IPV4•线路25
CCTV1,rtsp://115.153.230.145/PLTV/88888888/224/3221225517/iptv7949.smil$IPV4•线路26
CCTV1,rtsp://115.153.222.112:554/PLTV/88888888/224/3221225517/iptv7949.smil$IPV4•线路27
CCTV1,http://101.35.240.114:88/live.php?id=CCTV1$IPV4•线路28
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$IPV4•线路29
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$IPV4•线路30
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$IPV4•线路31
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8$IPV4•线路32
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8$IPV4•线路33
CCTV1,https://v.lib.tju.edu.cn/liverespath/b455c7a019d404d571655c457e0ee8a9440a7802/319faa5444-0-0-93c6e2d1598737cd82cb99e49c9e22bc/index.m3u8$IPV4•线路34
CCTV1,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv1$IPV4•线路35
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$IPV4•线路36
CCTV1,http://ygbh.site/php/bfgd.php?id=488$IPV4•线路37
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8$IPV4•线路38
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8$IPV4•线路39
CCTV1,http://111.43.126.240:9003/hls/13/index.m3u8$IPV4•线路40
CCTV1,http://ygbh.site/php/bfgd.php?id=201$IPV4•线路41
CCTV1,http://ygbh.site/php/bfgd.php?id=484$IPV4•线路42
CCTV1,http://ygbh.site/php/bfgd.php?id=489$IPV4•线路43
CCTV1,http://sh.lnott.top:880/dx01.m3u8$IPV4•线路44
CCTV1,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv1.flv$IPV4•线路45
CCTV1,http://php.cqshushu.ggff.net/jzb.php?id=cctv1&公众号【医工学习日志】$IPV4•线路46
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$IPV4•线路47
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$IPV4•线路48
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$IPV4•线路49
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路50
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路51
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8$IPV4•线路52
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路53
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8$IPV4•线路54
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4•线路55
CCTV2,http://113.140.12.230:8888/newlive/live/hls/3/live.m3u8$IPV4•线路1
CCTV2,http://110.81.206.138:49231/tsfile/live/23002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路2
CCTV2,tvbus://3SSsvsUAZdmUdNiR2sowkWarntoWqK1kN4JUv8i2jqFUsjEQM1mvygA2iiKtf$IPV4•线路3
CCTV2,http://116.128.243.121:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路4
CCTV2,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225588$IPV4•线路5
CCTV2,http://101.66.198.50:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路6
CCTV2,http://220.164.192.48:50085/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路7
CCTV2,http://60.12.183.46:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路8
CCTV2,http://61.136.67.238:50085/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路9
CCTV2,http://221.226.51.220:50081/newlive/live/hls/2/live.m3u8$IPV4•线路10
CCTV2,http://58.210.168.86:10800/newlive/live/hls/2/live.m3u8$IPV4•线路11
CCTV2,rtsp://118.212.169.134/PLTV/88888888/224/3221227231/10000100000000060000000000680051_0.smil$IPV4•线路12
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路13
CCTV2,http://183.223.157.33:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路14
CCTV2,http://36.32.174.67:60080/newlive/live/hls/2/live.m3u8$IPV4•线路15
CCTV2,http://60.223.224.176:8888/newlive/live/hls/3/live.m3u8$IPV4•线路16
CCTV2,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv$IPV4•线路17
CCTV2,http://feiyang.ak47s.top:35455/itv/1000000001000023315.m3u8?cdn=ystenlive$IPV4•线路18
CCTV2,http://lt.hxtre.com:35455/itv/1000000001000023315.m3u8?cdn=ystenlive$IPV4•线路19
CCTV2,http://goo.bkpcp.top/mg/CCTV2$IPV4•线路20
CCTV2,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv2_1_ud.m3u8$IPV4•线路21
CCTV2,http://123.138.22.30:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路22
CCTV2,http://116.9.204.242:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路23
CCTV2,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路24
CCTV2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路25
CCTV2,rtsp://115.85.205.19/PLTV/88888910/224/3221225568/10000100000000060000000000107348_0.smil$IPV4•线路26
CCTV2,rtsp://60.13.27.115/PLTV/88888910/224/3221225568/10000100000000060000000000107348_0.smil$IPV4•线路27
CCTV2,rtsp://124.152.124.50/PLTV/88888910/224/3221225568/10000100000000060000000000107348_0.smil$IPV4•线路28
CCTV2,http://148.135.93.213/live.php?id=CCTV2$IPV4•线路29
CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$IPV4•线路30
CCTV2,http://112.123.206.32:808/hls/2/index.m3u8$IPV4•线路31
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8$IPV4•线路32
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8$IPV4•线路33
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8$IPV4•线路34
CCTV2,http://liveali-tpsdr.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8?wsSecret=763b6f36b8c9cc0562a9a0220290921b&wsTime=1760876425$IPV4•线路35
CCTV2,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv2$IPV4•线路36
CCTV2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$IPV4•线路37
CCTV2,http://ygbh.site/php/bfgd.php?id=061$IPV4•线路38
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8$IPV4•线路39
CCTV2,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8$IPV4•线路40
CCTV2,http://111.43.126.240:9003/hls/14/index.m3u8$IPV4•线路41
CCTV2,http://sh.lnott.top:880/dx02.m3u8$IPV4•线路42
CCTV2,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv2.flv$IPV4•线路43
CCTV2,http://php.cqshushu.ggff.net/jzb.php?id=cctv2&公众号【医工学习日志】$IPV4•线路44
CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$IPV4•线路45
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8$IPV4•线路46
CCTV2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路47
CCTV2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8$IPV4•线路48
CCTV2,http://120.238.94.10:9901/tsfile/live/1019_1.m3u8$IPV4•线路49
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8$IPV4•线路50
CCTV3,http://113.140.12.230:8888/newlive/live/hls/4/live.m3u8$IPV4•线路1
CCTV3,http://110.81.206.138:49231/tsfile/live/23003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路2
CCTV3,tvbus://3Hh9gR8LX3nqmTdzxHC6DGjLcVBdZ7CmEv7T174TtPXeSWfTKpaZyCxGVdKHE$IPV4•线路3
CCTV3,http://111.9.163.109:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路4
CCTV3,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226021$IPV4•线路5
CCTV3,http://183.237.95.108:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路6
CCTV3,http://221.226.215.162:352/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路7
CCTV3,http://220.164.192.48:50085/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路8
CCTV3,http://60.12.183.46:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路9
CCTV3,http://61.136.67.238:50085/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路10
CCTV3,http://58.210.168.86:10800/newlive/live/hls/3/live.m3u8$IPV4•线路11
CCTV3,http://jf.jxx2023.work:40446/tsfile/live/0003_1.m3u8$IPV4•线路12
CCTV3,http://124.116.183.146:9901/tsfile/live/0003_1.m3u8$IPV4•线路13
